1	-0.28631201492270114
2	-0.18853118587712156
3	-0.14168668237453985
4	-0.11311608374907377
5	-0.09359612227098488
6	-0.07932842390381951
7	-0.06841725051915765
8	-0.05979956036425098
9	-0.05282349726529189
10	-0.04706669646717813
11	-0.0422427222204374
12	-0.038148324924769134
13	-0.03463441852745858
14	-0.031589935630166044
15	-0.02893065038804492
16	-0.02659144399966749
17	-0.02452167631863176
18	-0.022679636263449463
19	-0.021032714849167487
20	-0.019554302646776843
21	-0.018221262987713913
22	-0.017014679031565397
23	-0.015918796692084434
24	-0.014919852125442078
25	-0.014006854232572119
26	-0.013170280560131963
27	-0.012402193435579878
28	-0.011695145187649504
29	-0.011043120652896607
30	-0.010440296120463448
31	-0.009881943503377906
32	-0.009363897787429614
33	-0.008882048463620115
34	-0.00843337214970217
35	-0.008014999891148608
36	-0.007624325787121635
37	-0.007259019187758684
38	-0.006917298839776791
39	-0.006596857461530989
40	-0.006296066816035905
41	-0.006013391868067488
42	-0.005747373874836397
43	-0.00549687993408109
44	-0.0052607227009335315
45	-0.005037823566804554
46	-0.004827246336433724
47	-0.004628238604557328
48	-0.004440081797322004
49	-0.00426195120299542
50	-0.0040930833271849276
51	-0.003932796200326766
52	-0.0037807305625176466
53	-0.003636336059037636
54	-0.003499080643153079
55	-0.0033684949605241273
56	-0.003244252741169652
57	-0.003126020049064974
58	-0.0030133748884094654
59	-0.002906028018877661
60	-0.002803610047085149
61	-0.0027058285644782926
62	-0.0026124853769708147
63	-0.002523376742633562
64	-0.0024382347321415623
65	-0.0023568653809655435
66	-0.0022790952752526615
67	-0.002204747658560421
68	-0.0021336367624510107
69	-0.0020656014489920218
70	-0.0020004989334538714
71	-0.0019381466744246903
72	-0.0018784125631815328
73	-0.0018211416927993397
74	-0.0017661985620989035
75	-0.0017135332521581036
76	-0.0016629933656583616
77	-0.0016143676588928904
78	-0.0015675058693939794
79	-0.0015221765262830825
80	-0.0014780572177179074
81	-0.0014349539562315894
82	-0.0013927270209182377
83	-0.0013510217252420153
84	-0.00130935406622614
85	-0.0012673587514993832
86	-0.0012247544464430373
87	-0.0011812109622864153
88	-0.001136425968830135
89	-0.0010902952844571861
90	-0.0010429614903605183
91	-0.000994752283377799
92	-0.0009461784069954984
93	-0.000898002228149877
94	-0.0008511785180548575
95	-0.000806659888147512
96	-0.0007653159322128721
97	-0.0007279654100107042
98	-0.0006952818045032431
99	-0.0006676286265375951
100	-0.0006450542082467256
101	-0.0006273944213803634
102	-0.0006143058034638654
103	-0.0006052662932890384
104	-0.0005996370142710522
105	-0.0005967256898459805
106	-0.0005958222280182918
107	-0.0005962671393446513
108	-0.0005975155283800298
109	-0.0005991206485236273
110	-0.0006006862159655349
111	-0.0006018755359628823
112	-0.0006024549257295115
113	-0.0006022890529687504
114	-0.0006012919068936894
115	-0.000599409076563678
116	-0.0005966353653571079
117	-0.0005930060375860076
118	-0.0005885631311259354
119	-0.0005833484078686195
120	-0.0005774204996233844
121	-0.0005708561934333706
122	-0.0005637331853257951
123	-0.0005561255031384572
124	-0.0005481082957668949
125	-0.0005397507197820236
126	-0.0005311074076579897
127	-0.0005222273030479011
128	-0.0005131715783079056
129	-0.0005040044818911003
130	-0.0004947700591415123
131	-0.000485488994950967
132	-0.0004761800391595102
