1.000000000000000048e-04 6.551990413008216763e+01
1.020200000000000024e-04 6.684340619350983559e+01
1.040800000000000064e-04 6.819311621858952321e+01
1.061800000000000032e-04 6.956903420532124471e+01
1.083300000000000013e-04 7.097771214411801566e+01
1.105200000000000057e-04 7.241259804456682048e+01
1.127500000000000030e-04 7.387369190666764496e+01
1.150300000000000015e-04 7.536754572083351889e+01
1.173500000000000064e-04 7.688760749665142669e+01
1.197199999999999989e-04 7.844042922453436972e+01
1.221399999999999927e-04 8.002601090448236221e+01
1.246099999999999877e-04 8.164435253649538993e+01
1.271199999999999891e-04 8.328890213016045152e+01
1.296899999999999865e-04 8.497276366630356392e+01
1.323100000000000122e-04 8.668938515451172577e+01
1.349900000000000069e-04 8.844531858519792422e+01
1.377100000000000080e-04 9.022745997753615654e+01
1.404900000000000051e-04 9.204891331235243968e+01
1.433299999999999982e-04 9.390967858964677362e+01
1.462299999999999874e-04 9.580975580941914416e+01
1.491800000000000049e-04 9.774259298125657835e+01
1.522000000000000132e-04 9.972129408598506473e+01
1.552699999999999957e-04 1.017327551427785863e+02
1.584099999999999961e-04 1.037900801324631601e+02
1.616099999999999926e-04 1.058867170646257847e+02
1.648700000000000122e-04 1.080226659392664885e+02
1.681999999999999956e-04 1.102044787467982019e+02
1.715999999999999969e-04 1.124321554872209958e+02
1.750699999999999891e-04 1.147056961605348420e+02
1.786000000000000044e-04 1.170185487763267531e+02
1.822100000000000054e-04 1.193838173154227320e+02
1.858899999999999973e-04 1.217949497874097489e+02
1.896500000000000020e-04 1.242584981827008335e+02
1.934799999999999975e-04 1.267679105108829845e+02
1.973900000000000058e-04 1.293297387623692032e+02
2.013799999999999998e-04 1.319439829371594612e+02
2.054400000000000117e-04 1.346040910448408283e+02
2.095900000000000042e-04 1.373231670662392219e+02
2.138300000000000042e-04 1.401012110013546987e+02
2.181499999999999900e-04 1.429316708597742434e+02
2.225499999999999885e-04 1.458145466414978557e+02
2.270499999999999895e-04 1.487629423273515670e+02
2.316399999999999980e-04 1.517703059269223331e+02
2.363199999999999871e-04 1.548366374402101826e+02
2.410900000000000109e-04 1.579619368672151154e+02
2.459599999999999829e-04 1.611527561983500902e+02
2.509300000000000115e-04 1.644090954336151924e+02
2.559999999999999884e-04 1.677309545730103366e+02
2.611700000000000219e-04 1.711183336165356081e+02
2.664499999999999985e-04 1.745777845546039373e+02
2.718299999999999775e-04 1.781027553968023369e+02
2.773200000000000079e-04 1.816997981335438794e+02
2.829199999999999814e-04 1.853689127648284511e+02
2.886400000000000012e-04 1.891166512810691813e+02
2.944700000000000182e-04 1.929364616918529691e+02
3.004199999999999731e-04 1.968348959875928301e+02
3.064899999999999743e-04 2.008119541682888212e+02
3.126800000000000217e-04 2.048676362339409422e+02
3.189900000000000070e-04 2.090019421845491081e+02
3.254399999999999741e-04 2.132279760009394067e+02
3.320099999999999874e-04 2.175326337022858070e+02
3.387199999999999825e-04 2.219290192694143116e+02
3.455600000000000186e-04 2.264105807119119618e+02
3.525399999999999823e-04 2.309838700201916595e+02
3.596599999999999819e-04 2.356488871942535184e+02
3.669300000000000122e-04 2.404121842245105256e+02
3.743400000000000243e-04 2.452672091205496088e+02
3.819000000000000129e-04 2.502205138727838118e+02
3.896200000000000271e-04 2.552786504716261788e+02
3.974900000000000178e-04 2.604350669266636373e+02
4.055199999999999799e-04 2.656963152283091745e+02
4.137100000000000217e-04 2.710623953765629608e+02
4.220699999999999756e-04 2.765398593618377845e+02
