1.000000000000000048e-04 6.553155435507679272e+01
1.020200000000000024e-04 6.685529175304934313e+01
1.040800000000000064e-04 6.820524177276392663e+01
1.061800000000000032e-04 6.958140441422054323e+01
1.083300000000000013e-04 7.099033283285469054e+01
1.105200000000000057e-04 7.242547387323087094e+01
1.127500000000000030e-04 7.388682753534908443e+01
1.150300000000000015e-04 7.538094697464484284e+01
1.173500000000000064e-04 7.690127903568262013e+01
1.197199999999999989e-04 7.845437687389794235e+01
1.221399999999999927e-04 8.004024048929079527e+01
1.246099999999999877e-04 8.165886988186117890e+01
1.271199999999999891e-04 8.330371189617360983e+01
1.296899999999999865e-04 8.498787284309908330e+01
1.323100000000000122e-04 8.670479956720211590e+01
1.349900000000000069e-04 8.846104522391816261e+01
1.377100000000000080e-04 9.024350350237625662e+01
1.404900000000000051e-04 9.206528071344739317e+01
1.433299999999999982e-04 9.392637685713157225e+01
1.462299999999999874e-04 9.582679193342879387e+01
1.491800000000000049e-04 9.775997278690356040e+01
1.522000000000000132e-04 9.973902572842689551e+01
1.552699999999999957e-04 1.017508444471277329e+02
1.584099999999999961e-04 1.038085352538771531e+02
1.616099999999999926e-04 1.059055449932396016e+02
1.648700000000000122e-04 1.080418736652151210e+02
1.681999999999999956e-04 1.102240744252391664e+02
1.715999999999999969e-04 1.124521472733117804e+02
1.750699999999999891e-04 1.147260922094329345e+02
1.786000000000000044e-04 1.170393560781671596e+02
1.822100000000000054e-04 1.194050451903854224e+02
1.858899999999999973e-04 1.218166063906522538e+02
1.896500000000000020e-04 1.242805928344031372e+02
1.934799999999999975e-04 1.267904513662025749e+02
1.973900000000000058e-04 1.293527351414860789e+02
2.013799999999999998e-04 1.319674441602536490e+02
2.054400000000000117e-04 1.346280252670697735e+02
2.095900000000000042e-04 1.373475847728054475e+02
2.138300000000000042e-04 1.401261226774606996e+02
2.181499999999999900e-04 1.429570858256000179e+02
2.225499999999999885e-04 1.458404742172234023e+02
2.270499999999999895e-04 1.487893941632018482e+02
2.316399999999999980e-04 1.517972925080998721e+02
2.363199999999999871e-04 1.548641692519174740e+02
2.410900000000000109e-04 1.579900243946546539e+02
2.459599999999999829e-04 1.611814110917468668e+02
2.509300000000000115e-04 1.644383293431941979e+02
2.559999999999999884e-04 1.677607791489965905e+02
2.611700000000000219e-04 1.711487605091540729e+02
2.664499999999999985e-04 1.746088265791021286e+02
2.718299999999999775e-04 1.781344242034052456e+02
2.773200000000000079e-04 1.817321065374989644e+02
2.829199999999999814e-04 1.854018735813832564e+02
2.886400000000000012e-04 1.891502784904936618e+02
2.944700000000000182e-04 1.929707681093946405e+02
3.004199999999999731e-04 1.968698955935216759e+02
3.064899999999999743e-04 2.008476609428748532e+02
3.126800000000000217e-04 2.049040641574541439e+02
3.189900000000000070e-04 2.090391052372594629e+02
3.254399999999999741e-04 2.132658904931618906e+02
3.320099999999999874e-04 2.175713136142904602e+02
3.387199999999999825e-04 2.219684809115161102e+02
3.455600000000000186e-04 2.264508392294033854e+02
3.525399999999999823e-04 2.310249417233877125e+02
3.596599999999999819e-04 2.356907883934691768e+02
3.669300000000000122e-04 2.404549323950832900e+02
3.743400000000000243e-04 2.453108205727944835e+02
3.819000000000000129e-04 2.502650060820382691e+02
3.896200000000000271e-04 2.553240420782502156e+02
3.974900000000000178e-04 2.604813754059947541e+02
4.055199999999999799e-04 2.657435592207074251e+02
4.137100000000000217e-04 2.711105935223882284e+02
4.220699999999999756e-04 2.765890314664725906e+02
4.306000000000000040e-04 2.821788730529606823e+02
4.392900000000000038e-04 2.878735651264168496e+02
4.481700000000000137e-04 2.936927671531476562e+02
4.572199999999999897e-04 2.996233728222821355e+02
4.664599999999999758e-04 3.056784884446911974e+02
4.758799999999999771e-04 3.118515608649394153e+02
4.854999999999999832e-04 3.181556963938978129e+02
4.952999999999999504e-04 3.245777887206953096e+02
5.053100000000000256e-04 3.311374973116385831e+02
5.155199999999999973e-04 3.378282690112918658e+02
5.259299999999999739e-04 3.446501038196553850e+02
5.365600000000000534e-04 3.516161080476000507e+02
5.473900000000000293e-04 3.587131753842548960e+02
5.584500000000000488e-04 3.659609652959263713e+02
5.697299999999999543e-04 3.733529246271789930e+02
5.812400000000000119e-04 3.808956065334483583e+02
5.929900000000000535e-04 3.885955641701698937e+02
6.049599999999999813e-04 3.964396912264725756e+02
6.171899999999999912e-04 4.044542003240984513e+02
6.296500000000000447e-04 4.126194319967410706e+02
6.423699999999999636e-04 4.209550457107067700e+02
6.553499999999999647e-04 4.294610414659957200e+02
6.685900000000000480e-04 4.381374192626079775e+02
6.821000000000000457e-04 4.469907322559788554e+02
6.958799999999999578e-04 4.560209804461083536e+02
7.099300000000000012e-04 4.652281638329966995e+02
7.242699999999999486e-04 4.746253887275146326e+02
7.389099999999999575e-04 4.842192082850979205e+02
7.538300000000000382e-04 4.939965161948754258e+02
7.690600000000000127e-04 5.039769719231535987e+02
7.845999999999999893e-04 5.141605754699324962e+02
8.004499999999999680e-04 5.245473268352121750e+02
8.166199999999999978e-04 5.351437791744281185e+02
8.331099999999999704e-04 5.459499324875802131e+02
8.499399999999999837e-04 5.569788930855396529e+02
8.671100000000000379e-04 5.682306609683064380e+02
8.846299999999999650e-04 5.797117892913157675e+02
