0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.224056767884681568e-02 4.011599266605394121e+00 -1.893477843096204083e+02
1.244811353576936314e-01 2.855749290139184104e+00 -9.013783794786586157e+01
1.867217030365404540e-01 2.285040821396859823e+00 -6.198166061053552767e+01
2.489622707153872627e-01 1.928297398225150339e+00 -4.842023683893798847e+01
3.112028383942340715e-01 1.678449369229507493e+00 -4.028027709362915232e+01
3.734434060730809080e-01 1.491186776850900841e+00 -3.476970258998991881e+01
4.356839737519276889e-01 1.344339057157982298e+00 -3.074725568615462379e+01
4.979245414307745254e-01 1.225389519711922892e+00 -2.765645507252833113e+01
5.601651091096213619e-01 1.126648571036436453e+00 -2.519183233764925234e+01
6.224056767884681429e-01 1.043102030659786683e+00 -2.317083011226672795e+01
6.846462444673149239e-01 9.713150525927630730e-01 -2.147710309194910394e+01
7.468868121461618159e-01 9.088487964251955598e-01 -2.003269751651231445e+01
8.091273798250085969e-01 8.539154448566123046e-01 -1.878323849820711189e+01
8.713679475038553779e-01 8.051709885011667511e-01 -1.768952665545410241e+01
9.336085151827022699e-01 7.615807946020606289e-01 -1.672251011535533038e+01
9.958490828615490509e-01 7.223367582716355706e-01 -1.586015306790569745e+01
1.058089650540395832e+00 6.867957137801689038e-01 -1.508540458175112597e+01
1.120330218219242724e+00 6.544375805820694669e-01 -1.438483825282926176e+01
1.182570785898089394e+00 6.248398543896117596e-01 -1.374772347889947355e+01
1.244811353576936286e+00 5.976539005480621114e-01 -1.316537071437188544e+01
1.307051921255783178e+00 5.725872261782485317e-01 -1.263065695181553316e+01
1.369292488934629848e+00 5.493957833269540458e-01 -1.213768240005783561e+01
1.431533056613476740e+00 5.278713112769425342e-01 -1.168151361724493320e+01
1.493773624292323632e+00 5.078366746732421166e-01 -1.125798938062191112e+01
1.556014191971170302e+00 4.891393521355800189e-01 -1.086357265757563084e+01
1.618254759650017194e+00 4.716470519958702590e-01 -1.049523501072159348e+01
1.680495327328864086e+00 4.552444265554179137e-01 -1.015036607364261556e+01
1.742735895007710756e+00 4.398317959448970194e-01 -9.826703050128337225e+00
1.804976462686557648e+00 4.253217065306907352e-01 -9.522274560437589130e+00
1.867217030365404540e+00 4.116363769813957685e-01 -9.235353956146731491e+00
1.929457598044251210e+00 3.987068262651549122e-01 -8.964421215074034777e+00
1.991698165723098102e+00 3.864715507479120071e-01 -8.708132209161718151e+00
2.053938733401944994e+00 3.748754321794950384e-01 -8.465293276528635502e+00
2.116179301080791664e+00 3.638691939885294047e-01 -8.234840215286407528e+00
2.178419868759638334e+00 3.534098003764660767e-01 -8.015821419334114850e+00
2.240660436438485448e+00 3.434576848431428187e-01 -7.807383827590353320e+00
2.302901004117332118e+00 3.339763322805779922e-01 -7.608759362350387079e+00
2.365141571796178788e+00 3.249331267969376436e-01 -7.419253920778932532e+00
2.427382139475025902e+00 3.162983971718125176e-01 -7.238238915937250439e+00
2.489622707153872572e+00 3.080458554657482528e-01 -7.065143706666778378e+00
2.551863274832719242e+00 3.001503863494975888e-01 -6.899449365643140375e+00
2.614103842511566356e+00 2.925895083684744713e-01 -6.740681971461977895e+00
2.676344410190413026e+00 2.853429862476917211e-01 -6.588408221365499529e+00
2.738584977869259696e+00 2.783918469957209485e-01 -6.442231372221264962e+00
2.800825545548106810e+00 2.717181455628369102e-01 -6.301787027594711432e+00
2.863066113226953480e+00 2.653062600693672501e-01 -6.166739484239136537e+00
2.925306680905800150e+00 2.591411828437176212e-01 -6.036779698826785889e+00
2.987547248584647264e+00 2.532088450609630836e-01 -5.911622140889441823e+00
3.049787816263493934e+00 2.474971090911391169e-01 -5.791002390425302515e+00
3.112028383942340604e+00 2.419942636735012420e-01 -5.674675988102526603e+00
3.174268951621187718e+00 2.366889804684597365e-01 -5.562416181097805890e+00
3.236509519300034388e+00 2.315710429078862154e-01 -5.454011910175763589e+00
3.298750086978881058e+00 2.266310104171059547e-01 -5.349266737404073879e+00
3.360990654657728172e+00 2.218598771844434159e-01 -5.247997672348994946e+00
3.423231222336574842e+00 2.172493708323643691e-01 -5.150033830753904418e+00
3.485471790015421512e+00 2.127917435527317547e-01 -5.055215561842003602e+00
3.547712357694268626e+00 2.084799885073638226e-01 -4.963393477992652514e+00
3.609952925373115296e+00 2.043072201146223787e-01 -4.874427903502667192e+00
3.672193493051961966e+00 2.002669761782093216e-01 -4.788187801430773050e+00
3.734434060730809080e+00 1.963530802232277273e-01 -4.704550127756668587e+00
3.796674628409655750e+00 1.925597478137970053e-01 -4.623399124148534156e+00
3.858915196088502420e+00 1.888818083740521070e-01 -4.544625741643716133e+00
3.921155763767349534e+00 1.853144813800440549e-01 -4.468127380748568633e+00
3.983396331446196204e+00 1.818529934928201086e-01 -4.393807559946664831e+00
4.045636899125042873e+00 1.784927323823101708e-01 -4.321575246866679265e+00
4.107877466803889988e+00 1.752296405685976610e-01 -4.251344297256403948e+00
4.170118034482736213e+00 1.720597714999259065e-01 -4.183033430557298260e+00
4.232358602161583327e+00 1.689792347539675332e-01 -4.116565830831233619e+00
4.294599169840430442e+00 1.659843996146883882e-01 -4.051868682548821710e+00
4.356839737519276667e+00 1.630719291880984023e-01 -3.988872927796728973e+00
4.419080305198123781e+00 1.602386822669990829e-01 -3.927513111466137019e+00
4.481320872876970896e+00 1.574816119293490913e-01 -3.867727188854277909e+00
4.543561440555817121e+00 1.547976869389713628e-01 -3.809456289766713244e+00
4.605802008234664235e+00 1.521841712755555298e-01 -3.752644339647068783e+00
4.668042575913511349e+00 1.496386497082113631e-01 -3.697237960977752813e+00
4.730283143592357575e+00 1.471587310958618333e-01 -3.643186515832012251e+00
4.792523711271204689e+00 1.447419549446510301e-01 -3.590441912408710134e+00
4.854764278950051803e+00 1.423859335741390342e-01 -3.538958292607217615e+00
4.917004846628898029e+00 1.400884210292430709e-01 -3.488691851624687867e+00
4.979245414307745143e+00 1.378473568311242292e-01 -3.439600719777225368e+00
5.041485981986592257e+00 1.356609125492821977e-01 -3.391644876172776435e+00
5.103726549665438483e+00 1.335273159809739207e-01 -3.344786184963910003e+00
5.165967117344285597e+00 1.314447696184405379e-01 -3.298988303059356753e+00
5.228207685023132711e+00 1.294115283679863893e-01 -3.254216489391317246e+00
5.290448252701978937e+00 1.274259507087471266e-01 -3.210437480099882723e+00
5.352688820380826051e+00 1.254864963046031234e-01 -3.167619422527028661e+00
5.414929388059673165e+00 1.235916348705411172e-01 -3.125731853526416693e+00
5.477169955738519391e+00 1.217398564051404841e-01 -3.084745592040522677e+00
5.539410523417366505e+00 1.199298062524643965e-01 -3.044632588526303252e+00
5.601651091096213619e+00 1.181602398623030487e-01 -3.005365931674528923e+00
5.663891658775059845e+00 1.164298931909654028e-01 -2.966919874075280017e+00
5.726132226453906959e+00 1.147375353071445614e-01 -2.929269712110843749e+00
5.788372794132754073e+00 1.130820317904157185e-01 -2.892391693579501322e+00
5.850613361811600299e+00 1.114623137030647804e-01 -2.856263006184127207e+00
5.912853929490447413e+00 1.098773416765143202e-01 -2.820861756153293154e+00
5.975094497169294527e+00 1.083260529093893754e-01 -2.786166942003364788e+00
6.037335064848140753e+00 1.068073574878893039e-01 -2.752158383575652234e+00
6.099575632526987867e+00 1.053202360033052704e-01 -2.718816603781363028e+00
6.161816200205834981e+00 1.038638283616754032e-01 -2.686122763984018835e+00
6.224056767884681207e+00 1.024373802498715624e-01 -2.654058713928605595e+00
6.286297335563528321e+00 1.010400847479453051e-01 -2.622607071160651060e+00
6.348537903242375435e+00 9.967103206535447846e-02 -2.591751174683230019e+00
6.410778470921221661e+00 9.832933806819545153e-02 -2.561474927392950907e+00
6.473019038600068775e+00 9.701424722664296618e-02 -2.531762713986238644e+00
6.535259606278915889e+00 9.572510910321022082e-02 -2.502599432904784482e+00
6.597500173957762115e+00 9.446129107606528186e-02 -2.473970551684195662e+00
6.659740741636609229e+00 9.322211257504270376e-02 -2.445862113505537838e+00
6.721981309315456343e+00 9.200685726184688884e-02 -2.418260675573815188e+00
6.784221876994302569e+00 9.081483319227375006e-02 -2.391153229701763472e+00
6.846462444673149683e+00 8.964539970363609445e-02 -2.364527169315361110e+00
6.908703012351996797e+00 8.849796597874046156e-02 -2.338370284569793345e+00
6.970943580030843023e+00 8.737198192612216641e-02 -2.312670761648011553e+00
7.033184147709690137e+00 8.626692432012771083e-02 -2.287417181555894352e+00
7.095424715388537251e+00 8.518229889205382321e-02 -2.262598504881190742e+00
7.157665283067383477e+00 8.411764253755830978e-02 -2.238204058251692441e+00
7.219905850746230591e+00 8.307248340111512974e-02 -2.214223547089827271e+00
7.282146418425077705e+00 8.204629717044588377e-02 -2.190647055984500380e+00
7.344386986103923931e+00 8.103852329340079097e-02 -2.167464998675804111e+00
7.406627553782771045e+00 8.004862190377973197e-02 -2.144668052637177968e+00
7.468868121461618159e+00 7.907612820969026068e-02 -2.122247118590617099e+00
7.531108689140464385e+00 7.812067894856454531e-02 -2.100193317563227691e+00
